,,,,,,,
,"Контактный телефон: 303-876",,,,,,
,"Факс: 303-869",,,,,,
,"E-mail: spaschenko@balt-maximus.ru, opacukevich@balt-maximus.ru",,,,,"новые поступления",
,"QIP-194214884 Пащенко Сергей",,,,,"отличная цена ",
,"QIP-489713400 Пацукевич Ольга",,,,,"ЦЕНА ДНЯ!!",
"Номенклатура",,"Код ","Цены",,,,
,,,"Количество ","Розничная Максимус","Оптовая Максимус № 1","Оптовая USD","Заказ"
"5.4.1.5. ВИДЕОПРОЕКТОРЫ",,,,,,,
"5.4.1.5.1. ВИДЕОПРОЕКТОРЫ ДОМАШНИЕ (Д/К)",,,,,,,
,"ОЧКИ ДЛЯ 3D ПРОЕКТОРОВ BENQ (W - СЕРИЯ)","556450  ",1,"4,599.00","3,906.00",$128.07,
"5.4.1.5.2. ЭКРАН И ПРИНАДЛЕЖНОСТИ",,,,,,,
,"КРЕПЛЕНИЕ (G5)","965463  ",2,"3,998.00","2,413.68",$79.14,
,"ЛАМПА ДЛЯ ПРОЕКТОРА EH-TW3000/2800/3800/5","296814  ",1,"9,099.00","8,955.67",$293.63,
,"ЛАМПА ДЛЯ ПРОЕКТОРА EPSON L49","966250  ",1,"14,998.00","11,190.49",$366.90,
,"ЛАМПА ДЛЯ ПРОЕКТОРА EPSON L54","962690  ",">3","6,997.00","5,744.20",$188.33,
,"ЛАМПА ДЛЯ ПРОЕКТОРА EPSON L58","963580  ",1,"5,998.00","5,224.01",$171.28,
"5.4.2. ВИДЕОКАМЕРЫ",,,,,,,
"5.4.2.1.7. ВИДЕОКАМЕРЫ HDD",,,,,,,
,"ВИДЕОКАМЕРА PANASONIC HDC-HS900EE-K","542515  ",1,"49,997.00","43,657.28","$1,431.39",
,"ВИДЕОКАМЕРА PANASONIC HDC-TM900EE-K","542520  ",1,"43,997.00","41,793.88","$1,370.29",
,"ВИДЕОКАМЕРА SONY DCR-SR21E","966792  ",">3","13,997.00","12,056.13",$395.28,
,"ВИДЕОКАМЕРА SONY HDR-TD10E","966794  ",2,"58,997.00","51,515.90","$1,689.05",
"5.4.5. ПЕРСОНАЛЬНАЯ АУДИОТЕХНИКА",,,,,,,
"5.4.5.1. ПОРТАТИВНЫЕ ПЛЕЕРЫ",,,,,,,
"5.4.5.1.1. CD/MP3 ПЛЕЕРЫ",,,,,,,
,"FM-МОДУЛЯТОР NASH FM-70","963537  ",">10",999.00,488.45,$16.01,
,"МЕДИАПЛЕЙЕР MP3/4 COBY MP977 8GB HDMI 1080P (7"" DISPLAY)","964141  ",">100","3,497.00","2,314.95",$75.90,
,"ПЛЕЙЕР MP3 NASH MP4-3032G GREEN","127176  ",">10","1,098.00",717.30,$23.52,
,"ПЛЕЙЕР MP3 NASH MP4-3032G PINK","965206  ",">10",998.00,717.30,$23.52,
,"ПЛЕЙЕР MP3 SONY NWZ-E053/B","962059  ",">10","3,097.00","2,405.82",$78.88,
,"ПЛЕЙЕР MP3 TRAK DMP-090 4GB BLACK","965563  ",">10",798.00,578.83,$18.98,
,"ПЛЕЙЕР MP3 TRAK DMP-090 4GB GREEN","964137  ",">10",798.00,578.83,$18.98,
,"ПЛЕЙЕР MP3 TRAK DMP-090 4GB SILVER","965562  ",">10",798.00,578.83,$18.98,
,"ПЛЕЙЕР MP3 TRAK DMP-090C 4GB W/O FLASH","965565  ",">10",498.00,307.64,$10.09,
,"ПЛЕЙЕР MP3 TRAK DMP-112 4GB RED/BLUE/BLACK","965566  ",">10",898.00,621.61,$20.38,
"5.4.5.2. РАДИОПРИЕМНИКИ / ЧАСЫ",,,,,,,
"5.4.5.2.1. РАДИОПРИЕМНИКИ",,,,,,,
,"РАДИОПРИЕМНИК HYUNDAI H-1600","689868  ",">10",199.00,140.50,$4.61,
,"РАДИОПРИЕМНИК HYUNDAI H-1629 SILVER","965701  ",">10",697.00,517.61,$16.97,
,"РАДИОПРИЕМНИК PANASONIC RF-3500E**","963233  ",1,"1,998.00","1,244.12",$40.79,
,"РАДИОПРИЕМНИК PANASONIC RF-P50E**","685672  ",">10",497.00,348.46,$11.42,
,"РАДИОПРИЕМНИК SONY ICF-S22*","687168  ",">10",597.00,440.58,$14.45,
,"РАДИОПРИЕМНИК SOUNDMAX SM-2600","123392  ",">10",328.00,215.27,$7.06,
,"РАДИОПРИЕМНИК SOUNDMAX SM-2604","781244  ",">10",398.00,258.80,$8.49,
,"РАДИОПРИЕМНИК SUPRA ST-101 BLACK","564566  ",">10",549.00,378.96,$12.42,
,"РАДИОПРИЕМНИК SUPRA ST-106","561614  ",">10",299.00,200.12,$6.56,
,"РАДИОПРИЕМНИК SUPRA ST-115 SILVER","559560  ",">10",249.00,165.82,$5.44,
,"РАДИОПРИЕМНИК SUPRA ST-116 BLACK","963393  ",2,797.00,556.43,$18.24,
,"РАДИОПРИЕМНИК VITEK VT-3581","689749  ",">3",797.00,521.83,$17.11,
,"РАДИОПРИЕМНИК VITEK VT-3583","689867  ",">3",397.00,286.26,$9.39,
,"РАДИОПРИЕМНИК VITEK VT-3585","689751  ",">3",697.00,537.84,$17.63,
,"РАДИОПРИЕМНИК VITEK VT-3589","689866  ",">10",699.00,502.01,$16.46,
"5.4.5.2.3. ЧАСЫ-РАДИО",,,,,,,
,"ЧАСЫ-РАДИО HYUNDAI H-1528 BLACK","561597  ",">3",497.00,389.75,$12.78,
,"ЧАСЫ-РАДИО MYSTERY MCR-45 BLACK","563744  ",2,448.00,301.32,$9.88,
,"ЧАСЫ-РАДИО MYSTERY MIP-12 GREY","965494  ",">3","1,498.00",894.72,$29.34,
,"ЧАСЫ-РАДИО PANASONIC RC-DC1EG-K","542521  ",">10","3,497.00","2,401.10",$78.72,
,"ЧАСЫ-РАДИО PANASONIC RC-Q720EP-K","685670  ",">3","1,697.00","1,113.59",$36.51,
,"ЧАСЫ-РАДИО SONY ICF-C205/S","731981  ",">10",797.00,579.74,$19.01,
,"ЧАСЫ-РАДИО SONY ICF-C218/S","941213  ",">3",897.00,625.21,$20.50,
,"ЧАСЫ-РАДИО SOUNDMAX SM-2501 BLACK","542917  ",">100",397.00,287.14,$9.41,
,"ЧАСЫ-РАДИО SOUNDMAX SM-2503 GREY","964700  ",">100",499.00,298.00,$9.77,
,"ЧАСЫ-РАДИО SUPRA SA-12FM BLACK","565066  ",">100",448.00,387.00,$12.69,
,"ЧАСЫ-РАДИО SUPRA SA-30FM BLACK","964142  ",">3",497.00,383.00,$12.56,
,"ЧАСЫ-РАДИО VITEK VT-3505","689414  ",">3",997.00,702.89,$23.05,
,"ЧАСЫ-РАДИО VITEK VT-3515","689420  ",2,697.00,521.83,$17.11,
,"ЧАСЫ-РАДИО VITEK VT-6601","128878  ",">3",447.00,345.35,$11.32,
,"ЧАСЫ-РАДИО WINX WX-4051 С ЛАМПОЙ","965831  ",">10","1,699.00",991.81,$32.52,
,"ЧАСЫ-РАДИО WINX WX-4052 С ПРОЕКТОРОМ","965832  ",">10","1,199.00",762.73,$25.01,
"5.4.5.3. ДИКТОФОНЫ",,,,,,,
"5.4.5.3.1. ДИКТОФОНЫ ЦИФРОВЫЕ",,,,,,,
,"ДИКТОФОН SONY ICD-BX112","780985  ",">10","2,097.00","1,515.65",$49.69,
,"ДИКТОФОН SONY ICD-PX312F","780986  ",">10","3,697.00","2,690.29",$88.21,
"5.4.9. ЭЛЕМЕНТЫ ПИТАНИЯ И ЗАРЯДНЫЕ УСТРОЙСТВА",,,,,,,
"5.4.9.1. ЭЛЕМЕНТЫ ПИТАНИЯ И ЗАРЯДНЫЕ УСТРОЙСТВА",,,,,,,
"5.4.9.1.1. ЭЛЕМЕНТЫ ПИТАНИЯ (БАТАРЕЙКИ)",,,,,,,
,"ЭЛ ПИТ DURACELL 23A (MN21)","682494  ",">100",79.00,53.65,$1.76,
,"ЭЛ ПИТ DURACELL 27A (MN27)","754149  ",">10",99.00,85.94,$2.82,
,"ЭЛ ПИТ DURACELL 6LR61*КРОНА","777487  ",">10",139.00,93.70,$3.07,
,"ЭЛ ПИТ DURACELL LR3*AAA BL2 (КОМПЛЕКТ 2ШТ)","125391  ",">100",69.00,40.56,$1.33,
,"ЭЛ ПИТ DURACELL LR3*AAA TUR. BL2 (КОМПЛЕКТ 2ШТ)","125392  ",">100",89.00,58.56,$1.92,
,"ЭЛ ПИТ DURACELL LR6*AA BL2 (КОМПЛЕКТ 2ШТ)","125393  ",">100",69.00,40.56,$1.33,
,"ЭЛ ПИТ DURACELL LR6*AA TUR. BL2 (КОМПЛЕКТ 2ШТ)","125394  ",">100",89.00,58.56,$1.92,
,"ЭЛ ПИТ SONY LR03 *AAA (AM4-B2A)*BL2 (КОМПЛЕКТ 2ШТ)","125758  ",">100",39.00,17.33,$0.57,
,"ЭЛ ПИТ SONY LR6 *AA (AM3-B2A)*BL2 (КОМПЛЕКТ 2ШТ)","125757  ",">100",39.00,17.33,$0.57,
,"ЭЛ ПИТ SONY R6* SUM3-NUB4A, BL4 (КОМПЛЕКТ 4ШТ.)","126231  ",">100",29.00,13.10,$0.43,
,"ЭЛ ПИТ VARTA LR03* AAA /LONGLIFE EXTRA (КОМПЛЕКТ 2ШТ)","127789  ",">100",45.00,21.52,$0.71,
,"ЭЛ ПИТ VARTA LR6* AA /LONGLIFE EXTRA (КОМПЛЕКТ 2ШТ)","127790  ",">100",45.00,21.52,$0.71,
,"ЭЛ ПИТ VERBATIM 6LR61 *КРОНА BL1","122621  ",">100",79.00,35.83,$1.17,
,"ЭЛ ПИТ VERBATIM LR03 AAA BL4 (КОМПЛЕКТ 4ШТ)","121179  ",">100",59.00,27.54,$0.90,
,"ЭЛ ПИТ VERBATIM LR20 D BL2 (КОМПЛЕКТ 2ШТ)","121186  ",">100",119.00,58.85,$1.93,
,"ЭЛ ПИТ VERBATIM LR6 AA BL4 (КОМПЛЕКТ 4ШТ)","121185  ",">100",59.00,27.54,$0.90,
"5.4.9.1.2. АККУМУЛЯТОРЫ",,,,,,,
,"АККУМУЛЯТОР SONY HR03* AAА (NH-AAА-B2E) 900 MAh","121658  ",">100",159.00,82.60,$2.71,
