,,,,,,
,,,,,,
,,,,"ООО ""Сохо-Сервис""",,
,,,,"г. Калининград, ",,
,,,,"ул. Третьяковская, д.4",,
,,,,"т/ф: 971-153 - Дмитрий Ярема",,
,,,,"моб +7-9062-179-111",,
,,,,"e-mail: d.yarema@coxo.ru",,
,,,,"icq 619-793-413",,
,,,"новые поступления",,,
,,,"лучшая цена",,,
,"Штрих-код ","Код 1С","Наименование","Ост.","Цена","Ед.изм"
,,,"00.00 Мониторы",,,
,,,"10.01 LG",,,
,,,"Мониторы 19""",,,
,,"УТ000004807","Монитор LG 18,5"" E1951S-BN LED 1366x768 / 250cdqm / 5.000.000:1",">5",95.00,"шт"
,,,"Мониторы 22""  и более",,,
,,"УТ000004808","Монитор LG 21,5"" E2251S-BN LED  1920x1080 / 250cdqm / 5.000.000:1",">10",130.00,"шт"
,,"УТ000005186","Монитор LG 23"" D2342P-PN LED 3D 1920x1080 / 250cdqm / 5.000.000:1 (DFC) / 5ms",5,255.00,"шт"
,,"УТ000005187","Монитор LG 23"" D2542P-PN LED 3D 1920x1080 / 250cdqm / 5.000.000:1 (DFC) / 5ms",2,330.00,"шт"
,,"УТ000005185","Монитор LG 23"" E2351T-BN LED  1920x1080 / 250cdqm / 5.000.000:1 (DFC) / 5ms",">10",155.00,"шт"
,,"УТ000005189","Монитор LG 23"" IPS231P-BN IPS LED Pivot 23"" 1920x1080 / 250cdqm / 5.000.000:1 (typ 1000:1) / 5ms GTG bw / H=178, V=178 / DVI-D / D-Sub / 16:9 / Speakers / Height Adjustment / Black",3,180.00,"шт"
,,"УТ000004810","Монитор LG 23"" IPS235P-BN LED Pivot 16:9 / 1920x1080 / 250cdqm / 5.000.000:1 (typ 1000:1) / 5ms GTG bw / H=178, V=178 / DVI-D / D-Sub / HDMI / Height Adjustment /TCO5.0 / Black",3,220.00,"шт"
,,"УТ000004811","Монитор LG 23"" IPS235V-BN LED 1920x1080 / 250cdqm / 5.000.000:1 (typ 1000:1) / 5ms GTG bw / H=178, V=178 / HDMI/ DVI-D / D-Sub / HDMI / 16:09 / Black Glossy",5,180.00,"шт"
,,,"10.03 ViewSonic",,,
,,,"Мониторы 17""",,,
,,"УТ000001596","Монитор ViewSonic VA705B-2 5ms, Analogue, 1280x1024, Cont. 6000:1, Brightness 300 cd/m?, TCO03,  H160° V160°",">10",115.00,"шт"
,,,"Мониторы 19""",,,
,766907438031,00000024641,"Монитор ViewSonic VA1931wa VS13208 18,5"" 1000:1 H170V160 1366x768 5ms 0,300 250cdm2 RGB 24-82khz 50-75hz D-Sub",">10",86.00,"шт"
,,"УТ000000989","Монитор ViewSonic VA1931wa-LED LED backlight, 16:9 a/r, 5ms, Analogue, 1366 x 768, 10,000,000:1 DCR, Brightness 250 cd/㎡, TCO5.0, H170° V160°",">5",88.00,"шт"
,766907438147,00000024256,"Монитор ViewSonic VA1931wma 16:9 a/r, 5ms, Analogue, 1366 x 768, 100,000:1 DCR, Brightness 250 cd/?, TCO5.0, H170° V160°, Audio",5,88.00,"шт"
,,"УТ000003003","Монитор ViewSonic VA1948m-LED / 19'' LED backlight, 16:10 a/r, 5ms, Analogue/DVI, 1440 x 900, 10,000,000:1 DCR, Brightness 250 cd/㎡, TCO5.1, H170° V160°, Audio",">10",115.00,"шт"
,,"УТ000005138","Монитор ViewSonic VA916g VS13642",">10",140.00,"шт"
,766907277227,00000000089,"Монитор ViewSonic VA926 19""(48.3)/ 5 мс/ 300 кд/кв.м/ 1000:1, 2000:1 DCR/ 1280x1024/ 0,294 мм/ 30-82 кГц 50-75 Гц/ H170V160(10:1) H170V170(5:1)/ RGB/ DVI-D/ VESA FDMI 100x100/ TCO'03/ 412x435x194/ 3.8kg",4,145.00,"шт"
,,"УТ000005146","Монитор ViewSonic VA926g 19""",">10",145.00,"шт"
,,,"Мониторы 22"" и более",,,
,,"УТ000001163","Монитор ViewSonic V3D241wm-LED LED Backlight, 120Hz 3D ready, 16:9 a/r, 2ms (GtoG), Analogue/DVI/HDMI, 1920 x 1080, Mega DCR, Brightness 300 cd/m², H170° V160°, TCO5.0, Audio",">5",290.00,"шт"
,,"УТ000004562","Монитор ViewSonic VA2231wa-LED",1,125.00,"шт"
,,"УТ000005136","Монитор ViewSonic VA2232w 22""  VS 12910",">10",145.00,"шт"
,,"УТ000002670","Монитор ViewSonic VA2448-LED 23,5"" 5000000:1 250cdm2 H170V160 1920*1080 5ms 0,300 RGB D-Sub DVI-D 24-82kHz 50-75Hz",5,170.00,"шт"
,,"УТ000003569","Монитор ViewSonic VP2365-LED",2,290.00,"шт"
,,"УТ000004158","Монитор ViewSonic VP2765-LED",2,460.00,"шт"
,,"УТ000003000","Монитор ViewSonic VX2253MH-LED/ LED Backlight, slim design, 16:9 a/r, 1920 x 1080 Full HD, 2ms, Analogue + 2 x HDMI, 30,000,000:1 DCR, Brightness 250 cd/m2, H170° / V160°, Energy Star 5.0, Audio, book stand / regular stand changeable",">10",175.00,"шт"
,766907355215,00000024257,"Монитор ViewSonic VX2268wm 3D 22""/Game/ 1680x1050/Pixels 1764000/ 16.7 million colors/2 ms/ 0.282 mm/ 300 cd/m2/ 1000:1/ 20000:1/H170°/V160°/ DVI-D (HDCP)/65-185 Hz/ 60-120 MHz 3D",1,295.00,"шт"
,,"УТ000005137","Монитор ViewSonic VX2336S-LED 23"" VS 13492",2,175.00,"шт"
,,"УТ000003004","Монитор ViewSonic VX2453MH-LED/ 24'' LED Backlight, slim design, 16:9 a/r, 1920 x 1080 Full HD, 2ms, Analogue + 2 x HDMI, 30,000,000:1 DCR, Brightness 250 cd/m2, H170° / V160°, Energy Star 5.0, Audio, book stand / regular stand changeable",">5",190.00,"шт"
,,,"10.04 GigaZone",,,
,4711200992373,00000021035,"Монитор Gigazone Topview A1981Wx 16:10/ 0,2835/ 300 cd/m?/ DCR 8000:1/ 170/160 (CR?10)/ 5ms/ 1440x900/ 16.7M/ D-sub/ DDC  2B (by Gigabyte)",">10",85.00,"шт"
,,"УТ000003376","Монитор Gigazone Topview EA220W",">10",119.00,"шт"
,,"УТ000003375","Монитор Gigazone Topview EA90W",1,91.00,"шт"
,,"УТ000004594","Монитор Gigazone Topview T2491Wd  23.6″ Widescreen/DCR 20000:1/5 ms Rapid Response/300 cd/m² H",">10",160.00,"шт"
,,,"10.05 Dell",,,
,,,"Монитор 19""",,,
,,00000022509,"Монитор LCD Dell E1910 19""/ 5ms/ 250cdm2/ 1000:1/ 1440x900/ 0.3/ H160V160/ VGA, DVI-D/VESA 100x100",2,156.00,"шт"
,,00000021241,"Монитор LCD Dell E1910H 18,5""/ 5ms/ 250cdm2/ 1000:1/ 1360x768/ 0.3/ H160V160/ VGA/VESA 100x100",4,135.00,"шт"
,,,"Монитор 20"" и выше",,,
,,00000022510,"Монитор LCD Dell E2010H 20""/ 5ms/ 250cdm2/ 1000:1/ 1600x900/ 0.266/ H170V160/ VGA, DVI-D/VESA 100x100",2,179.00,"шт"
